,Saliency,CREME,XSTREME,gene
0,0.32258534,0.0,False,MYEOV
1,0.14843303,0.0,False,MYEOV
2,0.80173093,0.0,False,MYEOV
3,0.051863164,0.0,False,MYEOV
4,0.14668232,0.0,False,MYEOV
5,1.1255283,0.0,False,MYEOV
6,-0.9223476,0.0,False,MYEOV
7,1.0876651,0.0,False,MYEOV
8,0.781895,0.0,False,MYEOV
9,1.1480818,0.0,False,MYEOV
10,0.19413479,0.0,False,MYEOV
11,0.3584565,0.0,False,MYEOV
12,0.12283246,0.0,False,MYEOV
13,0.16895646,0.0,False,MYEOV
14,0.56082135,0.0,False,MYEOV
15,-0.11446608,0.0,False,MYEOV
16,-0.2594568,0.0,False,MYEOV
17,-0.7918373,0.0,False,MYEOV
18,-0.34342304,0.0,False,MYEOV
19,0.09554305,0.0,False,MYEOV
20,-0.36812663,0.0,False,MYEOV
21,0.25619343,0.0,False,MYEOV
22,-0.54968625,0.0,False,MYEOV
23,-0.6835438,0.0,False,MYEOV
24,0.044812664,0.0,False,MYEOV
25,-0.5621376,0.0,False,MYEOV
26,-1.3912714,0.0,False,MYEOV
27,-0.28250664,0.0,False,MYEOV
28,0.76245904,0.0,False,MYEOV
29,-0.42583668,0.0,False,MYEOV
30,0.32411924,0.0,False,MYEOV
31,-1.5791112,0.0,False,MYEOV
32,-1.6359785,0.0,False,MYEOV
33,-0.04090433,0.0,False,MYEOV
34,-1.0642364,0.0,False,MYEOV
35,0.0023533404,0.0,False,MYEOV
36,1.0553057,0.0,False,MYEOV
37,0.6321964,0.0,False,MYEOV
38,0.39823234,0.0,False,MYEOV
39,0.64789844,0.0,False,MYEOV
40,-0.40496385,0.0,False,MYEOV
41,-0.1433688,0.0,False,MYEOV
42,-0.8409995,0.0,False,MYEOV
43,-0.46610004,0.0,False,MYEOV
44,-0.321226,0.0,False,MYEOV
45,-0.6078936,0.0,False,MYEOV
46,-0.25021863,0.0,False,MYEOV
47,-0.6642598,0.0,False,MYEOV
48,-0.31629232,0.0,False,MYEOV
49,0.20518336,0.0,False,MYEOV
50,0.36398792,0.0,False,MYEOV
51,0.24537566,0.0,False,MYEOV
52,-0.39792216,0.0,False,MYEOV
53,-0.21732104,0.0,False,MYEOV
54,-0.054444395,0.0,False,MYEOV
55,-0.20684645,0.0,False,MYEOV
56,-0.37908533,0.0,True,MYEOV
57,-0.43920228,0.0,True,MYEOV
58,-0.19936116,0.0,True,MYEOV
59,-0.15377311,0.0,True,MYEOV
60,-0.42090207,0.0,True,MYEOV
61,-0.08566536,0.0,True,MYEOV
62,0.2910181,0.0,True,MYEOV
63,0.014633158,0.0,True,MYEOV
64,-0.08044954,0.0,True,MYEOV
65,0.065202355,0.0,True,MYEOV
66,-0.06587018,0.0,True,MYEOV
67,-0.10601429,0.0,True,MYEOV
68,0.21180609,0.0,True,MYEOV
69,0.08877417,0.0,True,MYEOV
70,0.16309643,0.0,False,MYEOV
71,0.42604148,0.0,False,MYEOV
72,0.28613165,0.0,False,MYEOV
73,0.14659356,0.0,False,MYEOV
74,0.59480476,0.0,False,MYEOV
75,0.40254405,0.0,False,MYEOV
76,-0.020600365,0.0,False,MYEOV
77,-0.56476486,0.0,False,MYEOV
78,-0.65189385,0.0,False,MYEOV
79,-0.039585195,0.0,False,MYEOV
80,-0.012952033,0.0,False,MYEOV
81,-0.38066334,0.0,False,MYEOV
82,0.3762006,0.0,False,MYEOV
83,-0.16763127,0.0,False,MYEOV
84,-0.10155924,0.0,False,MYEOV
85,0.48683825,0.0,False,MYEOV
86,-0.9127944,0.0,False,MYEOV
87,0.8457701,0.0,False,MYEOV
88,0.13129248,0.0,False,MYEOV
89,0.7150079,0.0,False,MYEOV
90,0.745737,0.0,False,MYEOV
91,1.2252054,0.0,False,MYEOV
92,0.8702109,0.0,False,MYEOV
93,-0.11210176,0.0,False,MYEOV
94,1.9069514,0.0,False,MYEOV
95,1.4929302,0.0,False,MYEOV
96,0.9035648,0.0,False,MYEOV
97,0.7037165,0.0,False,MYEOV
98,0.27724278,0.0,False,MYEOV
99,0.43698454,0.0,False,MYEOV
100,1.2115887,0.0,False,MYEOV
101,1.3572104,0.0,False,MYEOV
102,0.77658695,0.0,False,MYEOV
103,1.0246032,0.0,False,MYEOV
104,-1.6923627,0.0,False,MYEOV
105,-0.93425953,0.0,False,MYEOV
106,-0.97375005,0.0,False,MYEOV
107,1.4246169,0.0,False,MYEOV
108,-1.3932809,0.0,False,MYEOV
109,-0.2568477,0.0,False,MYEOV
110,-0.45969164,0.0,False,MYEOV
111,2.3305085,0.0,False,MYEOV
112,3.2456503,0.0,False,MYEOV
113,0.7992588,0.0,False,MYEOV
114,0.82498866,0.0,False,MYEOV
115,2.450973,0.0,False,MYEOV
116,0.43786934,0.0,False,MYEOV
117,0.050954618,0.0,False,MYEOV
118,1.8535663,0.0,False,MYEOV
119,1.1725798,0.0,False,MYEOV
120,1.3865405,0.0,False,MYEOV
121,-0.004085444,0.0,False,MYEOV
122,1.4889839,0.0,False,MYEOV
123,0.72144747,0.0,False,MYEOV
124,1.643491,0.0,False,MYEOV
125,3.072767,0.0,False,MYEOV
126,2.1987495,0.0,False,MYEOV
127,-0.49143347,0.0,False,MYEOV
128,-0.42742252,0.0,False,MYEOV
129,-0.8145201,0.0,False,MYEOV
130,-0.00047557428,0.0,False,MYEOV
131,-0.010480186,0.0,False,MYEOV
132,0.1406084,0.0,False,MYEOV
133,0.8332082,0.0,False,MYEOV
134,-0.9684918,0.0,False,MYEOV
135,-0.4637654,0.0,False,MYEOV
136,0.4405633,0.0,False,MYEOV
137,0.7090647,0.0,False,MYEOV
138,-0.65627843,0.0,False,MYEOV
139,-0.73799926,0.0,False,MYEOV
140,0.20714134,0.0,False,MYEOV
141,-0.15692678,0.0,False,MYEOV
142,-1.0384282,0.0,False,MYEOV
143,-1.7921469,0.0,False,MYEOV
144,-0.6993501,0.0,False,MYEOV
145,-0.7467356,0.0,False,MYEOV
146,-0.2175528,0.0,False,MYEOV
147,-1.0434431,0.0,False,MYEOV
148,-0.035389274,0.0,False,MYEOV
149,-0.0529074,0.0,False,MYEOV
150,0.049629837,0.0,False,MYEOV
151,0.35204664,0.0,False,MYEOV
152,0.65459573,0.0,False,MYEOV
153,0.93774825,0.0,False,MYEOV
154,1.1699195,0.0,False,MYEOV
155,-1.4085342,0.0,False,MYEOV
156,1.4684844,0.0,False,MYEOV
157,0.78616,0.0,False,MYEOV
158,0.63568044,0.0,False,MYEOV
159,0.20381734,0.0,False,MYEOV
160,-0.2004381,0.0,False,MYEOV
161,-0.051603645,0.0,False,MYEOV
162,0.7791001,0.0,False,MYEOV
163,0.21056801,0.0,False,MYEOV
164,0.7664606,0.0,False,MYEOV
165,-0.0155398175,0.0,False,MYEOV
166,1.9718441,0.0,False,MYEOV
167,0.7389874,0.0,False,MYEOV
168,1.2513925,0.0,False,MYEOV
169,1.2885151,0.0,False,MYEOV
170,0.63425726,0.0,False,MYEOV
171,0.42392394,0.0,False,MYEOV
172,0.049556345,0.0,False,MYEOV
173,-0.5771355,0.0,False,MYEOV
174,-0.89861745,0.0,False,MYEOV
175,-0.6215533,0.0,False,MYEOV
176,-1.3977346,0.0,False,MYEOV
177,-0.4447298,0.0,False,MYEOV
178,-1.4222544,0.0,False,MYEOV
179,-1.6858053,0.0,False,MYEOV
180,-3.1281722,0.0,False,MYEOV
181,-0.7235153,0.0,False,MYEOV
182,0.0906977,0.0,False,MYEOV
183,0.7848557,0.0,False,MYEOV
184,2.0486786,0.0,False,MYEOV
185,0.33274135,0.0,False,MYEOV
186,1.6205693,0.0,False,MYEOV
187,1.0389485,0.0,False,MYEOV
188,2.039708,0.0,False,MYEOV
189,-0.38647258,0.0,False,MYEOV
190,-0.4026476,0.0,False,MYEOV
191,-0.67395484,0.0,False,MYEOV
192,-0.75213253,0.0,False,MYEOV
193,-0.57049096,0.0,False,MYEOV
194,0.0030588675,0.0,False,MYEOV
195,-0.20593461,0.0,False,MYEOV
196,1.36861,0.0,False,MYEOV
197,-0.1682739,0.0,False,MYEOV
198,0.8342426,0.0,False,MYEOV
199,-0.28965622,0.0,False,MYEOV
200,1.3509372,0.0,False,MYEOV
201,0.052375287,0.0,False,MYEOV
202,0.083478555,0.0,False,MYEOV
203,0.3856113,0.0,False,MYEOV
204,0.40544382,0.0,False,MYEOV
205,-0.72380775,0.0,False,MYEOV
206,0.86532354,0.0,False,MYEOV
207,-0.28004086,0.0,False,MYEOV
208,0.12464103,0.0,False,MYEOV
209,0.208872,0.0,False,MYEOV
210,-0.43944678,0.0,False,MYEOV
211,0.34669182,0.0,False,MYEOV
212,0.110379554,0.0,False,MYEOV
213,-0.075132385,0.0,False,MYEOV
214,-0.94338787,0.0,False,MYEOV
215,-0.5250644,0.0,False,MYEOV
216,-0.4406861,0.0,False,MYEOV
217,-0.48804304,0.0,False,MYEOV
218,-0.16329604,0.0,False,MYEOV
219,-0.74355763,0.0,False,MYEOV
220,-0.6850089,0.0,False,MYEOV
221,-0.63084346,0.0,False,MYEOV
222,-0.117922395,0.0,False,MYEOV
223,-0.0519834,0.0,False,MYEOV
224,0.28334385,0.0,False,MYEOV
225,-0.15102886,0.0,False,MYEOV
226,0.3688316,0.0,False,MYEOV
227,0.2015178,0.0,False,MYEOV
228,0.4525845,0.0,False,MYEOV
229,-0.12289557,0.0,False,MYEOV
230,0.02388826,0.0,False,MYEOV
231,-0.085712284,0.0,False,MYEOV
232,0.35960117,0.0,False,MYEOV
233,1.3470281,0.0,False,MYEOV
234,0.034969658,0.0,False,MYEOV
235,0.043741662,0.0,False,MYEOV
236,-0.6716318,0.0,False,MYEOV
237,-0.24654068,0.0,False,MYEOV
238,-0.0032732058,0.0,False,MYEOV
239,-0.12672368,0.0,False,MYEOV
240,0.4834887,0.0,False,MYEOV
241,0.5077916,0.0,False,MYEOV
242,0.8575164,0.0,False,MYEOV
243,0.4130257,0.0,False,MYEOV
244,0.36205673,0.0,False,MYEOV
245,0.40814626,0.0,False,MYEOV
246,0.43737918,0.0,False,MYEOV
247,0.4360978,0.0,False,MYEOV
248,0.7136692,0.0,False,MYEOV
249,-0.29675466,0.0,False,MYEOV
250,-0.10064699,0.0,False,MYEOV
251,0.4419299,0.0,False,MYEOV
252,1.6617222,0.0,False,MYEOV
253,1.6660644,0.0,False,MYEOV
254,1.4286261,0.0,False,MYEOV
255,0.045882612,0.0,False,MYEOV
256,0.121789105,0.0,False,MYEOV
257,-0.23088269,0.0,False,MYEOV
258,-0.4602028,0.0,False,MYEOV
259,0.13356878,0.0,False,MYEOV
260,-0.042647984,0.0,False,MYEOV
261,0.13284476,0.0,False,MYEOV
262,0.028357808,0.0,False,MYEOV
263,0.5053084,0.0,False,MYEOV
264,0.34545758,0.0,False,MYEOV
265,-0.48127356,0.0,False,MYEOV
266,-0.6411329,0.0,False,MYEOV
