,CREME score,CREME bps,Saliency score,Random score,XSTREME score,seq_id,cell_line
0,1.0,0.0,1.0,1.0,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
1,1.0226863622665405,500.0,1.5229988098144531,0.1890537142753601,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
2,1.0142903327941895,1000.0,1.5304275751113892,0.06325771659612656,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
3,0.996385931968689,1500.0,1.3703025579452515,0.043093401938676834,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
4,0.9748741984367371,2000.0,1.2838765382766724,0.04810435697436333,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
5,0.9527842998504639,2500.0,1.131606101989746,0.04139477014541626,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
6,0.9273970723152161,3000.0,0.9935493469238281,0.03973963111639023,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
7,0.9263929724693298,3500.0,0.9011122584342957,0.03819010779261589,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
8,0.7598350048065186,4000.0,0.9353535175323486,0.048147235065698624,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
9,0.4969671070575714,4500.0,0.36476513743400574,0.060442592948675156,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
10,,,0.06832101196050644,0.06832101196050644,0.071381025,SQOR_chr15_45635028_+_100804_105804.pickle,PC-3
0,1.0,0.0,0.9999999403953552,0.9999999403953552,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
1,1.048493504524231,500.0,0.2776326835155487,0.8090147972106934,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
2,1.071858525276184,1000.0,0.26758235692977905,0.4188075661659241,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
3,1.0726075172424316,1500.0,0.32644984126091003,0.22099126875400543,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
4,1.0436562299728394,2000.0,0.2807941436767578,0.13224589824676514,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
5,1.0084439516067505,2500.0,0.18467040359973907,0.10755922645330429,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
6,0.9391199946403503,3000.0,0.1601646989583969,0.09566875547170639,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
7,1.1036003828048706,3500.0,0.1287602335214615,0.07585376501083374,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
8,1.0100266933441162,4000.0,0.09862290322780609,0.09444640576839447,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
9,0.7392596006393433,4500.0,0.09781170636415482,0.08597232401371002,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
10,0.0994115099310875,5000.0,0.0994115099310875,0.0994115099310875,0.13952678,GADD45GIP1_chr19_12957223_-_100804_105804.pickle,PC-3
0,1.0,0.0,1.0,1.0,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
1,1.0645662546157837,500.0,0.6543281674385071,0.7362859845161438,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
2,1.1035735607147217,1000.0,0.20142590999603271,0.20178282260894775,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
3,1.1228001117706299,1500.0,0.32045918703079224,0.14458051323890686,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
4,1.1463017463684082,2000.0,0.23980498313903809,0.13334885239601135,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
5,1.1577261686325073,2500.0,0.2039489895105362,0.12150000035762787,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
6,1.0467514991760254,3000.0,0.19405797123908997,0.12447212636470795,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
7,1.4728068113327026,3500.0,0.17673565447330475,0.11107295751571655,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
8,1.2266134023666382,4000.0,0.15481895208358765,0.1184733510017395,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
9,0.5859796404838562,4500.0,0.14918798208236694,0.1347893923521042,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
10,,,0.11143141239881516,0.11143141239881516,0.13973662,MIF4GD_chr17_75271227_-_100804_105804.pickle,PC-3
0,1.0,0.0,1.000475525856018,1.000475525856018,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
1,1.6185624599456787,500.0,2.209646224975586,0.33927589654922485,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
2,1.902902364730835,1000.0,2.012477397918701,0.12125449627637863,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
3,1.9330737590789795,1500.0,1.703787088394165,0.022877361625432968,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
4,1.9532816410064697,2000.0,1.3997108936309814,0.010617400519549847,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
5,1.7224438190460205,2500.0,0.5893721580505371,0.006595636252313852,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
6,1.169041633605957,3000.0,0.4527248442173004,0.008994141593575478,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
7,0.4666054844856262,3500.0,0.2056674212217331,0.008728185668587685,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
8,,,0.1740603893995285,0.009673334658145905,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
9,,,0.08773176372051239,0.009102871641516685,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
10,,,0.006351011339575052,0.006351011339575052,0.006898517,ZNF619_chr3_40477141_+_100804_105804.pickle,PC-3
0,1.0,0.0,1.0,1.0,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
1,1.0136326551437378,500.0,0.6131536364555359,0.48941224813461304,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
2,1.020582675933838,1000.0,0.39485830068588257,0.22189116477966309,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
3,1.0129303932189941,1500.0,0.3155536353588104,0.16028358042240143,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
4,0.9773344993591309,2000.0,0.22976888716220856,0.11264237761497498,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
5,0.9303916692733765,2500.0,0.20064976811408997,0.09350050240755081,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
6,1.078827977180481,3000.0,0.1220732107758522,0.0764063224196434,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
7,1.025367021560669,3500.0,0.10073388367891312,0.07554127275943756,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
8,0.9194849729537964,4000.0,0.14205709099769592,0.056974247097969055,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
9,0.7386718988418579,4500.0,0.07437064498662949,0.062386080622673035,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
10,0.06887263059616089,5000.0,0.06887263059616089,0.06887263059616089,0.088541366,ALKBH2_chr12_109093472_-_100804_105804.pickle,PC-3
0,1.0,0.0,1.000217080116272,1.000217080116272,0.115478724,COMMD6_chr13_75537841_-_105804_110804.pickle,PC-3
1,1.1089922189712524,500.0,0.6374140977859497,0.5443112850189209,0.115478724,COMMD6_chr13_75537841_-_105804_110804.pickle,PC-3
